object_id,global_id,parent_global_id,monitoring_date,location,pool_id,transect_axis,total_transect_length,transect_notes,transect_distance_of_quadrat,side_of_transect_left_or_right,vegetation_zone,quadrat_notes,percent_bare_ground,percent_thatch,count_of_native_species_automatically_calculated,sum_of_native_cover_automatically_calculated,count_of_non_native_species_automatically_calculated,sum_of_non_native_cover_automatically_calculated,count_of_unknown_species_automatically_calculated,sum_of_unknown_cover_automatically_calculated,sum_of_all_cover_automatically_calculated,type,species,unlisted_species,other_cover_notes,percent_cover,location_pool_id
987,96dc2155-8278-4f4c-a64f-8d951ec7d384,da5d3602-4a81-40e6-aedd-644f47a1b262,2019-06-03,delsol_caminocorto,U,major,47,0,30,Left,bottom,0,15,0,7,116,2,2,0,0,133,unknown,NA,NA,NA,0,delsol_caminocorto_U
988,5863d5f6-f857-454b-b9c5-e6469a96a92f,da5d3602-4a81-40e6-aedd-644f47a1b262,2019-06-03,delsol_caminocorto,U,major,47,0,30,Left,bottom,0,15,0,7,116,2,2,0,0,133,other,NA,NA,NA,0,delsol_caminocorto_U
3296,04a12a97-f724-4ef1-b5e8-0ee72f86d03f,859d0981-4129-49fd-aa1b-4b7073d9c79e,2019-06-03,delsol_caminocorto,U,major,47,0,32,Right,transition,0,29,0,6,56,7,15,0,0,100,native,Eleocharis_acicularis,NA,NA,19,delsol_caminocorto_U
3297,6a7afa15-dfd7-4974-9922-889b58fe1191,859d0981-4129-49fd-aa1b-4b7073d9c79e,2019-06-03,delsol_caminocorto,U,major,47,0,32,Right,transition,0,29,0,6,56,7,15,0,0,100,native,Grindelia_camporum,NA,NA,2,delsol_caminocorto_U
3298,806e7905-cff8-4c9a-9ecb-259928b3036f,859d0981-4129-49fd-aa1b-4b7073d9c79e,2019-06-03,delsol_caminocorto,U,major,47,0,32,Right,transition,0,29,0,6,56,7,15,0,0,100,native,Psilocarphus_brevissimus,NA,NA,17,delsol_caminocorto_U
3299,cff99d98-4336-4b67-a6bf-fa1a9c86db19,859d0981-4129-49fd-aa1b-4b7073d9c79e,2019-06-03,delsol_caminocorto,U,major,47,0,32,Right,transition,0,29,0,6,56,7,15,0,0,100,native,Juncus_bufonius,NA,NA,5,delsol_caminocorto_U
3300,bcbcf598-7db1-4e49-bd70-d58db371fe5b,859d0981-4129-49fd-aa1b-4b7073d9c79e,2019-06-03,delsol_caminocorto,U,major,47,0,32,Right,transition,0,29,0,6,56,7,15,0,0,100,native,Plagiobothrys_undulatus,NA,NA,2,delsol_caminocorto_U
3301,be9d7d43-0d76-495b-9c35-7c29ae784c3d,859d0981-4129-49fd-aa1b-4b7073d9c79e,2019-06-03,delsol_caminocorto,U,major,47,0,32,Right,transition,0,29,0,6,56,7,15,0,0,100,native,unlisted,Plagiobothrys bracteatus,NA,11,delsol_caminocorto_U
3189,d87d1a72-6487-46d6-888b-6a4a71e43c7b,859d0981-4129-49fd-aa1b-4b7073d9c79e,2019-06-03,delsol_caminocorto,U,major,47,0,32,Right,transition,0,29,0,6,56,7,15,15,0,0,nonnative,Lythrum_hyssopifolia,NA,NA,9,delsol_caminocorto_U
3190,add75541-3536-40d5-b1eb-e03ca6578939,859d0981-4129-49fd-aa1b-4b7073d9c79e,2019-06-03,delsol_caminocorto,U,major,47,0,32,Right,transition,0,29,0,6,56,7,15,15,0,0,nonnative,Festuca_perennis,NA,NA,1,delsol_caminocorto_U
3191,38b69a50-e28d-4ed5-a1f9-78ab8463ffca,859d0981-4129-49fd-aa1b-4b7073d9c79e,2019-06-03,delsol_caminocorto,U,major,47,0,32,Right,transition,0,29,0,6,56,7,15,15,0,0,nonnative,Hordeum_marinum,NA,NA,1,delsol_caminocorto_U
3192,bee20dcb-f20d-44df-8c99-9be640d03994,859d0981-4129-49fd-aa1b-4b7073d9c79e,2019-06-03,delsol_caminocorto,U,major,47,0,32,Right,transition,0,29,0,6,56,7,15,15,0,0,nonnative,Avena_fatua,NA,NA,1,delsol_caminocorto_U
3193,de09679c-222f-48c0-b2bb-4f1662e875eb,859d0981-4129-49fd-aa1b-4b7073d9c79e,2019-06-03,delsol_caminocorto,U,major,47,0,32,Right,transition,0,29,0,6,56,7,15,15,0,0,nonnative,Gastridium_phleoides,NA,NA,1,delsol_caminocorto_U
3194,d9505a8e-4dba-4079-aa36-fba6faef051f,859d0981-4129-49fd-aa1b-4b7073d9c79e,2019-06-03,delsol_caminocorto,U,major,47,0,32,Right,transition,0,29,0,6,56,7,15,15,0,0,nonnative,Erodium_botrys,NA,NA,1,delsol_caminocorto_U
3195,67d3b565-8b26-4982-a41f-2eb7b781e62a,859d0981-4129-49fd-aa1b-4b7073d9c79e,2019-06-03,delsol_caminocorto,U,major,47,0,32,Right,transition,0,29,0,6,56,7,15,15,0,0,nonnative,Zeltnera_muehlenbergii,NA,NA,1,delsol_caminocorto_U
986,eb389b94-c644-4eae-bc98-c6457e55de30,859d0981-4129-49fd-aa1b-4b7073d9c79e,2019-06-03,delsol_caminocorto,U,major,47,0,32,Right,transition,0,29,0,6,56,7,15,0,0,100,unknown,NA,NA,NA,0,delsol_caminocorto_U
987,48de731f-c129-4a56-911d-67d172902476,859d0981-4129-49fd-aa1b-4b7073d9c79e,2019-06-03,delsol_caminocorto,U,major,47,0,32,Right,transition,0,29,0,6,56,7,15,0,0,100,other,NA,NA,NA,0,delsol_caminocorto_U
3289,d709cd8f-63dc-4817-97e3-1b07f8c66a18,0bd5c5c6-c1e1-4416-b112-8e6781dba843,2019-06-03,delsol_caminocorto,U,major,47,0,34,Left,bottom,0,15,0,7,105,0,0,0,0,120,native,Eleocharis_macrostachya,NA,NA,1,delsol_caminocorto_U
3290,c80f95f6-752a-4d17-99fe-cc5b001dd1ff,0bd5c5c6-c1e1-4416-b112-8e6781dba843,2019-06-03,delsol_caminocorto,U,major,47,0,34,Left,bottom,0,15,0,7,105,0,0,0,0,120,native,Eleocharis_acicularis,NA,NA,24,delsol_caminocorto_U
3291,2fdecd15-1785-44e4-ac70-dcbd4522a86f,0bd5c5c6-c1e1-4416-b112-8e6781dba843,2019-06-03,delsol_caminocorto,U,major,47,0,34,Left,bottom,0,15,0,7,105,0,0,0,0,120,native,Eryngium_vaseyi,NA,NA,29,delsol_caminocorto_U
3292,f95f6b24-00df-4dd2-b5b3-b778200f512f,0bd5c5c6-c1e1-4416-b112-8e6781dba843,2019-06-03,delsol_caminocorto,U,major,47,0,34,Left,bottom,0,15,0,7,105,0,0,0,0,120,native,Psilocarphus_brevissimus,NA,NA,29,delsol_caminocorto_U
3293,5fd551d3-0637-4457-ba2c-3a3075d80868,0bd5c5c6-c1e1-4416-b112-8e6781dba843,2019-06-03,delsol_caminocorto,U,major,47,0,34,Left,bottom,0,15,0,7,105,0,0,0,0,120,native,Grindelia_camporum,NA,NA,1,delsol_caminocorto_U
3294,b00409b0-fc3e-4199-b56e-79afd8515b66,0bd5c5c6-c1e1-4416-b112-8e6781dba843,2019-06-03,delsol_caminocorto,U,major,47,0,34,Left,bottom,0,15,0,7,105,0,0,0,0,120,native,Plagiobothrys_undulatus,NA,NA,2,delsol_caminocorto_U
3295,4d7241f2-6e7e-43c7-b55b-dff7eca30f84,0bd5c5c6-c1e1-4416-b112-8e6781dba843,2019-06-03,delsol_caminocorto,U,major,47,0,34,Left,bottom,0,15,0,7,105,0,0,0,0,120,native,unlisted,Plagiobothrys bracteatus,NA,19,delsol_caminocorto_U
3188,c83fd478-cac6-45b6-b567-9bee1d4c6b0d,0bd5c5c6-c1e1-4416-b112-8e6781dba843,2019-06-03,delsol_caminocorto,U,major,47,0,34,Left,bottom,0,15,0,7,105,0,0,0,0,0,nonnative,NA,NA,NA,0,delsol_caminocorto_U
985,6cfd69de-af2a-40e5-91d8-fc67518efb61,0bd5c5c6-c1e1-4416-b112-8e6781dba843,2019-06-03,delsol_caminocorto,U,major,47,0,34,Left,bottom,0,15,0,7,105,0,0,0,0,120,unknown,NA,NA,NA,0,delsol_caminocorto_U
986,cb210fcc-3f3a-4959-9530-35388f212626,0bd5c5c6-c1e1-4416-b112-8e6781dba843,2019-06-03,delsol_caminocorto,U,major,47,0,34,Left,bottom,0,15,0,7,105,0,0,0,0,120,other,NA,NA,NA,0,delsol_caminocorto_U
3283,59ad49f5-fe06-4cb4-9d91-e71a1844942d,cde69749-d69f-4b96-86cc-717f6cfe60f3,2019-06-03,delsol_caminocorto,U,major,47,0,35,Right,bottom,0,13,0,6,94,0,0,0,0,107,native,Eleocharis_macrostachya,NA,NA,23,delsol_caminocorto_U
3284,11b284b7-6a41-46e2-a178-56272566de86,cde69749-d69f-4b96-86cc-717f6cfe60f3,2019-06-03,delsol_caminocorto,U,major,47,0,35,Right,bottom,0,13,0,6,94,0,0,0,0,107,native,Eleocharis_acicularis,NA,NA,6,delsol_caminocorto_U
3285,bea6aa57-50de-4446-9914-577387b0dc91,cde69749-d69f-4b96-86cc-717f6cfe60f3,2019-06-03,delsol_caminocorto,U,major,47,0,35,Right,bottom,0,13,0,6,94,0,0,0,0,107,native,Eryngium_vaseyi,NA,NA,21,delsol_caminocorto_U
3286,6cfea22f-8d02-4047-9de8-3610504add1f,cde69749-d69f-4b96-86cc-717f6cfe60f3,2019-06-03,delsol_caminocorto,U,major,47,0,35,Right,bottom,0,13,0,6,94,0,0,0,0,107,native,Psilocarphus_brevissimus,NA,NA,22,delsol_caminocorto_U
3287,10882b86-5ffd-484a-8246-849a78565869,cde69749-d69f-4b96-86cc-717f6cfe60f3,2019-06-03,delsol_caminocorto,U,major,47,0,35,Right,bottom,0,13,0,6,94,0,0,0,0,107,native,Plagiobothrys_undulatus,NA,NA,11,delsol_caminocorto_U
3288,b96c106d-3c7a-4b16-9047-8c7cde438c8c,cde69749-d69f-4b96-86cc-717f6cfe60f3,2019-06-03,delsol_caminocorto,U,major,47,0,35,Right,bottom,0,13,0,6,94,0,0,0,0,107,native,unlisted,Plagiobothrys bracteatus,NA,11,delsol_caminocorto_U
3187,120e2b46-a341-4e22-9fde-a4a2e4845769,cde69749-d69f-4b96-86cc-717f6cfe60f3,2019-06-03,delsol_caminocorto,U,major,47,0,35,Right,bottom,0,13,0,6,94,0,0,0,0,0,nonnative,NA,NA,NA,0,delsol_caminocorto_U
984,3a290f5e-48ee-4483-a44f-303721e498f4,cde69749-d69f-4b96-86cc-717f6cfe60f3,2019-06-03,delsol_caminocorto,U,major,47,0,35,Right,bottom,0,13,0,6,94,0,0,0,0,107,unknown,NA,NA,NA,0,delsol_caminocorto_U
985,06002472-b9f0-4727-a35c-1ec9894d4cb3,cde69749-d69f-4b96-86cc-717f6cfe60f3,2019-06-03,delsol_caminocorto,U,major,47,0,35,Right,bottom,0,13,0,6,94,0,0,0,0,107,other,NA,NA,NA,0,delsol_caminocorto_U
3278,4aa3a898-73a6-4213-ab3e-c3304071984f,23b75b41-5540-462e-a4c9-f657ec963c69,2019-06-03,delsol_caminocorto,U,major,47,0,38,Left,bottom,0,13,0,5,114,1,1,0,0,128,native,Eleocharis_macrostachya,NA,NA,26,delsol_caminocorto_U
3279,df91b867-e553-4e5f-a42b-6afbb2dc4e9d,23b75b41-5540-462e-a4c9-f657ec963c69,2019-06-03,delsol_caminocorto,U,major,47,0,38,Left,bottom,0,13,0,5,114,1,1,0,0,128,native,Eleocharis_acicularis,NA,NA,2,delsol_caminocorto_U
3280,16eaf396-1ed8-4010-b040-562c582455c3,23b75b41-5540-462e-a4c9-f657ec963c69,2019-06-03,delsol_caminocorto,U,major,47,0,38,Left,bottom,0,13,0,5,114,1,1,0,0,128,native,Eryngium_vaseyi,NA,NA,29,delsol_caminocorto_U
3281,a52d6b5f-80ae-4087-9409-44b40408bc9d,23b75b41-5540-462e-a4c9-f657ec963c69,2019-06-03,delsol_caminocorto,U,major,47,0,38,Left,bottom,0,13,0,5,114,1,1,0,0,128,native,Psilocarphus_brevissimus,NA,NA,44,delsol_caminocorto_U
3282,a993e348-af6c-4f80-8f02-add3f57b728c,23b75b41-5540-462e-a4c9-f657ec963c69,2019-06-03,delsol_caminocorto,U,major,47,0,38,Left,bottom,0,13,0,5,114,1,1,0,0,128,native,Plagiobothrys_undulatus,NA,NA,13,delsol_caminocorto_U
3186,7131eab2-783b-480c-a2d6-ed3cc109327f,23b75b41-5540-462e-a4c9-f657ec963c69,2019-06-03,delsol_caminocorto,U,major,47,0,38,Left,bottom,0,13,0,5,114,1,1,1,0,0,nonnative,Hordeum_marinum,NA,NA,1,delsol_caminocorto_U
983,a9a8346b-e2a7-45ea-9e96-062d48350c10,23b75b41-5540-462e-a4c9-f657ec963c69,2019-06-03,delsol_caminocorto,U,major,47,0,38,Left,bottom,0,13,0,5,114,1,1,0,0,128,unknown,NA,NA,NA,0,delsol_caminocorto_U
984,10b3e3b8-b758-475f-a6bf-b30acfc15e7e,23b75b41-5540-462e-a4c9-f657ec963c69,2019-06-03,delsol_caminocorto,U,major,47,0,38,Left,bottom,0,13,0,5,114,1,1,0,0,128,other,NA,NA,NA,0,delsol_caminocorto_U
3273,32c274a4-c469-4b9c-81bf-22dfe6c81813,6ad0b3ec-367c-498e-848e-22b7443bafaf,2019-06-03,delsol_caminocorto,U,major,47,0,40,Right,bottom,0,22,0,5,105,0,0,0,0,127,native,Eleocharis_macrostachya,NA,NA,19,delsol_caminocorto_U
3274,4bf26de7-f556-4b78-8a72-0f6e8df2671a,6ad0b3ec-367c-498e-848e-22b7443bafaf,2019-06-03,delsol_caminocorto,U,major,47,0,40,Right,bottom,0,22,0,5,105,0,0,0,0,127,native,Eryngium_vaseyi,NA,NA,40,delsol_caminocorto_U
3275,fd3b6970-cdf4-4e0c-8530-c20f9a93f814,6ad0b3ec-367c-498e-848e-22b7443bafaf,2019-06-03,delsol_caminocorto,U,major,47,0,40,Right,bottom,0,22,0,5,105,0,0,0,0,127,native,Psilocarphus_brevissimus,NA,NA,27,delsol_caminocorto_U
3276,239cdc6a-ca4f-42c6-a585-43d2d160bc17,6ad0b3ec-367c-498e-848e-22b7443bafaf,2019-06-03,delsol_caminocorto,U,major,47,0,40,Right,bottom,0,22,0,5,105,0,0,0,0,127,native,Eleocharis_acicularis,NA,NA,2,delsol_caminocorto_U
3277,dc9af7d1-0fd3-46ce-95e5-dbf3c2b8b4f3,6ad0b3ec-367c-498e-848e-22b7443bafaf,2019-06-03,delsol_caminocorto,U,major,47,0,40,Right,bottom,0,22,0,5,105,0,0,0,0,127,native,Plagiobothrys_undulatus,NA,NA,17,delsol_caminocorto_U
3185,1e13ca70-6638-4167-b2f2-4809ee411967,6ad0b3ec-367c-498e-848e-22b7443bafaf,2019-06-03,delsol_caminocorto,U,major,47,0,40,Right,bottom,0,22,0,5,105,0,0,0,0,0,nonnative,NA,NA,NA,0,delsol_caminocorto_U
982,7aa0d1e2-8e6f-46d5-9bc0-cc2aa54e473e,6ad0b3ec-367c-498e-848e-22b7443bafaf,2019-06-03,delsol_caminocorto,U,major,47,0,40,Right,bottom,0,22,0,5,105,0,0,0,0,127,unknown,NA,NA,NA,0,delsol_caminocorto_U
983,623a748c-2413-4c64-89f2-25b4cddcb6c1,6ad0b3ec-367c-498e-848e-22b7443bafaf,2019-06-03,delsol_caminocorto,U,major,47,0,40,Right,bottom,0,22,0,5,105,0,0,0,0,127,other,NA,NA,NA,0,delsol_caminocorto_U
3267,8b523e35-a888-4ed9-8c70-5cd692198224,f76ee5c4-7657-4859-bd3c-c9db205d050b,2019-06-03,delsol_caminocorto,U,major,47,0,42,Left,transition,0,2,1,6,106,4,4,0,0,113,native,Eleocharis_acicularis,NA,NA,68,delsol_caminocorto_U
3268,e4841f9b-2bee-4a9e-ad96-071d67825b14,f76ee5c4-7657-4859-bd3c-c9db205d050b,2019-06-03,delsol_caminocorto,U,major,47,0,42,Left,transition,0,2,1,6,106,4,4,0,0,113,native,Eryngium_vaseyi,NA,NA,2,delsol_caminocorto_U
3269,3990382e-3245-4448-af82-26a0e987602c,f76ee5c4-7657-4859-bd3c-c9db205d050b,2019-06-03,delsol_caminocorto,U,major,47,0,42,Left,transition,0,2,1,6,106,4,4,0,0,113,native,Crassula_aquatica,NA,NA,1,delsol_caminocorto_U
3270,3dc0b3c1-cd70-45e7-8139-4b4df6344f6c,f76ee5c4-7657-4859-bd3c-c9db205d050b,2019-06-03,delsol_caminocorto,U,major,47,0,42,Left,transition,0,2,1,6,106,4,4,0,0,113,native,Juncus_bufonius,NA,NA,1,delsol_caminocorto_U
3271,a07cc337-48a6-4014-be64-ac1c9bd45e0f,f76ee5c4-7657-4859-bd3c-c9db205d050b,2019-06-03,delsol_caminocorto,U,major,47,0,42,Left,transition,0,2,1,6,106,4,4,0,0,113,native,Plagiobothrys_undulatus,NA,NA,16,delsol_caminocorto_U
3272,f35970df-c3d6-4180-bf9d-97c757ed49db,f76ee5c4-7657-4859-bd3c-c9db205d050b,2019-06-03,delsol_caminocorto,U,major,47,0,42,Left,transition,0,2,1,6,106,4,4,0,0,113,native,unlisted,Plagiobothrys bracteatus,NA,18,delsol_caminocorto_U
3181,5029478c-ef1f-4822-85f3-6c9a04daa54e,f76ee5c4-7657-4859-bd3c-c9db205d050b,2019-06-03,delsol_caminocorto,U,major,47,0,42,Left,transition,0,2,1,6,106,4,4,4,0,0,nonnative,Lythrum_hyssopifolia,NA,NA,1,delsol_caminocorto_U
3182,3587529c-79a5-4186-9a08-f907e7a2da1e,f76ee5c4-7657-4859-bd3c-c9db205d050b,2019-06-03,delsol_caminocorto,U,major,47,0,42,Left,transition,0,2,1,6,106,4,4,4,0,0,nonnative,Polypogon_monspeliensis,NA,NA,1,delsol_caminocorto_U
3183,fe2d8558-ec95-4511-a8be-e77ae361e9af,f76ee5c4-7657-4859-bd3c-c9db205d050b,2019-06-03,delsol_caminocorto,U,major,47,0,42,Left,transition,0,2,1,6,106,4,4,4,0,0,nonnative,Hordeum_marinum,NA,NA,1,delsol_caminocorto_U
3184,6a39626b-808d-4e81-9313-8fcc83a6ebcb,f76ee5c4-7657-4859-bd3c-c9db205d050b,2019-06-03,delsol_caminocorto,U,major,47,0,42,Left,transition,0,2,1,6,106,4,4,4,0,0,nonnative,Festuca_perennis,NA,NA,1,delsol_caminocorto_U
981,d672e471-dafa-46e9-85ab-6adcfd87ecce,f76ee5c4-7657-4859-bd3c-c9db205d050b,2019-06-03,delsol_caminocorto,U,major,47,0,42,Left,transition,0,2,1,6,106,4,4,0,0,113,unknown,NA,NA,NA,0,delsol_caminocorto_U
982,343aa960-9325-4c2f-88e3-b6ba0517b589,f76ee5c4-7657-4859-bd3c-c9db205d050b,2019-06-03,delsol_caminocorto,U,major,47,0,42,Left,transition,0,2,1,6,106,4,4,0,0,113,other,NA,NA,NA,0,delsol_caminocorto_U
3265,d449df10-4c2c-490e-b2d8-a90542075427,5023c12a-7337-43b8-ab7f-bcad7859028a,2019-06-03,delsol_caminocorto,U,major,47,0,44,Right,edge,0,0,80,2,20,7,104,0,0,204,native,Eleocharis_acicularis,NA,NA,19,delsol_caminocorto_U
3266,2d46eae9-e4d4-48d3-9894-603f4bc2235a,5023c12a-7337-43b8-ab7f-bcad7859028a,2019-06-03,delsol_caminocorto,U,major,47,0,44,Right,edge,0,0,80,2,20,7,104,0,0,204,native,Grindelia_camporum,NA,NA,1,delsol_caminocorto_U
3174,26ae5332-e962-4785-a6af-fe03a2e1a194,5023c12a-7337-43b8-ab7f-bcad7859028a,2019-06-03,delsol_caminocorto,U,major,47,0,44,Right,edge,0,0,80,2,20,7,104,104,0,0,nonnative,Festuca_perennis,NA,NA,78,delsol_caminocorto_U
3175,b4879a9c-e88a-42b4-9cb6-658b8880ce22,5023c12a-7337-43b8-ab7f-bcad7859028a,2019-06-03,delsol_caminocorto,U,major,47,0,44,Right,edge,0,0,80,2,20,7,104,104,0,0,nonnative,Festuca_myuros,NA,NA,1,delsol_caminocorto_U
3176,9dfcb777-624b-4e20-8e4e-2250709033d0,5023c12a-7337-43b8-ab7f-bcad7859028a,2019-06-03,delsol_caminocorto,U,major,47,0,44,Right,edge,0,0,80,2,20,7,104,104,0,0,nonnative,Lythrum_hyssopifolia,NA,NA,1,delsol_caminocorto_U
3177,abeceee8-b800-4b28-956e-a8d614cab9e8,5023c12a-7337-43b8-ab7f-bcad7859028a,2019-06-03,delsol_caminocorto,U,major,47,0,44,Right,edge,0,0,80,2,20,7,104,104,0,0,nonnative,Erodium_botrys,NA,NA,11,delsol_caminocorto_U
3178,db765ca8-f594-4f14-95b1-c4c3ee14926f,5023c12a-7337-43b8-ab7f-bcad7859028a,2019-06-03,delsol_caminocorto,U,major,47,0,44,Right,edge,0,0,80,2,20,7,104,104,0,0,nonnative,Hordeum_marinum,NA,NA,3,delsol_caminocorto_U
3179,499a67bc-6c19-480c-acf7-3fdaa645054b,5023c12a-7337-43b8-ab7f-bcad7859028a,2019-06-03,delsol_caminocorto,U,major,47,0,44,Right,edge,0,0,80,2,20,7,104,104,0,0,nonnative,Sonchus_spp,NA,NA,1,delsol_caminocorto_U
3180,143d423b-e7c3-4454-a960-0097c3d3f333,5023c12a-7337-43b8-ab7f-bcad7859028a,2019-06-03,delsol_caminocorto,U,major,47,0,44,Right,edge,0,0,80,2,20,7,104,104,0,0,nonnative,Bromus_hordeaceus,NA,NA,9,delsol_caminocorto_U
980,885d5612-4ccb-47f0-b665-24df1dfbad8b,5023c12a-7337-43b8-ab7f-bcad7859028a,2019-06-03,delsol_caminocorto,U,major,47,0,44,Right,edge,0,0,80,2,20,7,104,0,0,204,unknown,NA,NA,NA,0,delsol_caminocorto_U
981,4b015de8-c309-4032-a57a-6ec49088163e,5023c12a-7337-43b8-ab7f-bcad7859028a,2019-06-03,delsol_caminocorto,U,major,47,0,44,Right,edge,0,0,80,2,20,7,104,0,0,204,other,NA,NA,NA,0,delsol_caminocorto_U
3264,6a89c4a3-172d-4aca-8617-cba0a8d7c1a5,4045c4fe-d998-4a0d-95f4-ad79f079aa14,2019-06-03,delsol_caminocorto,U,major,47,0,46,Left,edge,0,0,98,1,11,7,122,0,0,231,native,Eleocharis_macrostachya,NA,NA,11,delsol_caminocorto_U
3167,8dd7f183-5d2d-42de-ad49-27a3112cc971,4045c4fe-d998-4a0d-95f4-ad79f079aa14,2019-06-03,delsol_caminocorto,U,major,47,0,46,Left,edge,0,0,98,1,11,7,122,122,0,0,nonnative,Festuca_perennis,NA,NA,99,delsol_caminocorto_U
3168,4e5bbf46-0aef-45fa-90db-00453221591d,4045c4fe-d998-4a0d-95f4-ad79f079aa14,2019-06-03,delsol_caminocorto,U,major,47,0,46,Left,edge,0,0,98,1,11,7,122,122,0,0,nonnative,Festuca_bromoides,NA,NA,9,delsol_caminocorto_U
3169,92b8c909-eb8b-412a-ba4b-1828daa429b0,4045c4fe-d998-4a0d-95f4-ad79f079aa14,2019-06-03,delsol_caminocorto,U,major,47,0,46,Left,edge,0,0,98,1,11,7,122,122,0,0,nonnative,Sonchus_spp,NA,NA,1,delsol_caminocorto_U
3170,51d606eb-6679-451b-89d8-6e83c0282fed,4045c4fe-d998-4a0d-95f4-ad79f079aa14,2019-06-03,delsol_caminocorto,U,major,47,0,46,Left,edge,0,0,98,1,11,7,122,122,0,0,nonnative,Erodium_botrys,NA,NA,7,delsol_caminocorto_U
3171,ac9b748d-73b2-48e1-86c5-22941f6fa0f9,4045c4fe-d998-4a0d-95f4-ad79f079aa14,2019-06-03,delsol_caminocorto,U,major,47,0,46,Left,edge,0,0,98,1,11,7,122,122,0,0,nonnative,Lythrum_hyssopifolia,NA,NA,1,delsol_caminocorto_U
3172,fc052694-091c-44b4-a917-283194300b8a,4045c4fe-d998-4a0d-95f4-ad79f079aa14,2019-06-03,delsol_caminocorto,U,major,47,0,46,Left,edge,0,0,98,1,11,7,122,122,0,0,nonnative,Avena_fatua,NA,NA,2,delsol_caminocorto_U
3173,70c7f9e3-9328-4573-aabd-99cb4946d3a2,4045c4fe-d998-4a0d-95f4-ad79f079aa14,2019-06-03,delsol_caminocorto,U,major,47,0,46,Left,edge,0,0,98,1,11,7,122,122,0,0,nonnative,Bromus_hordeaceus,NA,NA,3,delsol_caminocorto_U
979,71169f76-1cc2-4e7e-9a4b-4ffc319645a7,4045c4fe-d998-4a0d-95f4-ad79f079aa14,2019-06-03,delsol_caminocorto,U,major,47,0,46,Left,edge,0,0,98,1,11,7,122,0,0,231,unknown,NA,NA,NA,0,delsol_caminocorto_U
980,e541d6e4-b1bc-48a3-9dbd-47f070c973ff,4045c4fe-d998-4a0d-95f4-ad79f079aa14,2019-06-03,delsol_caminocorto,U,major,47,0,46,Left,edge,0,0,98,1,11,7,122,0,0,231,other,NA,NA,NA,0,delsol_caminocorto_U
3155,6349c100-ef38-4db0-aab4-3e8e3ba18bdb,18122d50-81c1-4250-b19d-350eb017de40,2019-05-30,delsol_caminocorto,V,major,57,0,0,Left,edge,0,3,96,2,9,3,101,0,0,209,native,Eleocharis_macrostachya,NA,NA,3,delsol_caminocorto_V
3156,73dea4e8-cd81-4f0b-b7c0-9ef11079c272,18122d50-81c1-4250-b19d-350eb017de40,2019-05-30,delsol_caminocorto,V,major,57,0,0,Left,edge,0,3,96,2,9,3,101,0,0,209,native,Juncus_phaeocephalus,NA,NA,6,delsol_caminocorto_V
3027,eda16348-d094-4453-8780-c737d18ccafb,18122d50-81c1-4250-b19d-350eb017de40,2019-05-30,delsol_caminocorto,V,major,57,0,0,Left,edge,0,3,96,2,9,3,101,101,0,0,nonnative,Festuca_perennis,NA,NA,96,delsol_caminocorto_V
3028,caf6ebd3-2f1c-4efd-be4c-61536edebced,18122d50-81c1-4250-b19d-350eb017de40,2019-05-30,delsol_caminocorto,V,major,57,0,0,Left,edge,0,3,96,2,9,3,101,101,0,0,nonnative,Medicago_polymorpha,NA,NA,3,delsol_caminocorto_V
3029,502e263c-6ce5-48d7-bb5e-1db785deb144,18122d50-81c1-4250-b19d-350eb017de40,2019-05-30,delsol_caminocorto,V,major,57,0,0,Left,edge,0,3,96,2,9,3,101,101,0,0,nonnative,Bromus_hordeaceus,NA,NA,2,delsol_caminocorto_V
936,d41ce405-0186-4816-a9d4-f17fbddaa776,18122d50-81c1-4250-b19d-350eb017de40,2019-05-30,delsol_caminocorto,V,major,57,0,0,Left,edge,0,3,96,2,9,3,101,0,0,209,unknown,NA,NA,NA,0,delsol_caminocorto_V
937,c7cafb4a-943a-47b8-a4d5-d08e732118ad,18122d50-81c1-4250-b19d-350eb017de40,2019-05-30,delsol_caminocorto,V,major,57,0,0,Left,edge,0,3,96,2,9,3,101,0,0,209,other,NA,NA,NA,0,delsol_caminocorto_V
3151,51bf2e98-f46a-4587-b04f-7c77ab695729,e06fc117-b5cc-41ac-9f00-23076ec39b5b,2019-05-30,delsol_caminocorto,V,major,57,0,2,Right,edge,0,0,95,2,101,4,71,0,0,259,native,Juncus_phaeocephalus,NA,NA,44,delsol_caminocorto_V
3152,759ae2c4-354a-4e7c-8de5-5b798a09d7ee,e06fc117-b5cc-41ac-9f00-23076ec39b5b,2019-05-30,delsol_caminocorto,V,major,57,0,2,Right,edge,0,0,95,2,101,4,71,0,0,259,native,Eleocharis_acicularis,NA,NA,57,delsol_caminocorto_V
3022,d2e9e1a3-1652-4f87-938f-c5d46cf1c813,e06fc117-b5cc-41ac-9f00-23076ec39b5b,2019-05-30,delsol_caminocorto,V,major,57,0,2,Right,edge,0,0,95,2,101,4,71,71,0,0,nonnative,Festuca_perennis,NA,NA,64,delsol_caminocorto_V
3023,90cd8c07-af59-44d7-97aa-a226ed92b9c5,e06fc117-b5cc-41ac-9f00-23076ec39b5b,2019-05-30,delsol_caminocorto,V,major,57,0,2,Right,edge,0,0,95,2,101,4,71,71,0,0,nonnative,Medicago_polymorpha,NA,NA,1,delsol_caminocorto_V
