location,pool_id,site_area_m2,pool_area_m2,pool_circumference_ft,pool_edge_ratio,edge_distance_max,restoration_year,time_since,period,depth_cm,global_id,monitor_names,transect_axis,total_transect_length,transect_notes,transect_distance_of_quadrat,side_of_transect_left_or_right,vegetation_zone,quadrat_notes,percent_bare_ground,percent_thatch,count_of_native_species_automatically_calculated,sum_of_native_cover_automatically_calculated,count_of_non_native_species_automatically_calculated,sum_of_non_native_cover_automatically_calculated,count_of_unknown_species_automatically_calculated,sum_of_unknown_cover_automatically_calculated,sum_of_all_cover_automatically_calculated,type,species,percent_cover,creation_date,quadrat_id,topo_0_m,location_pool_id
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,1fa5ad2a-77bc-40ca-9572-f1aedb10d752,Joanna Tang,major,19,0,4,Left,transition,0,1,17,4,117,6,8,8,0,0,nonnative,Festuca_perennis,2,7/11/19,west_campus_11_major_4,0.16,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,2961c33c-ff75-4eb4-8912-bbe147584520,Joanna Tang,major,19,0,4,Left,transition,0,1,17,4,117,6,8,8,0,0,nonnative,Polypogon_monspeliensis,1,7/11/19,west_campus_11_major_4,0.16,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,2961c33c-ff75-4eb4-8912-bbe147584520,Joanna Tang,major,19,0,4,Left,transition,0,1,17,4,117,6,8,8,0,0,nonnative,Polypogon_monspeliensis,1,7/11/19,west_campus_11_major_4,0.16,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,be917032-c22f-42ef-8b7e-775f792900ee,Joanna Tang,major,19,0,4,Left,transition,0,1,17,4,117,6,8,8,0,0,nonnative,Lythrum_hyssopifolia,1,7/11/19,west_campus_11_major_4,0.16,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,be917032-c22f-42ef-8b7e-775f792900ee,Joanna Tang,major,19,0,4,Left,transition,0,1,17,4,117,6,8,8,0,0,nonnative,Lythrum_hyssopifolia,1,7/11/19,west_campus_11_major_4,0.16,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,5a5df638-a2a5-4e1b-9bab-6bb0bd4a0cb9,Joanna Tang,major,19,0,4,Left,transition,0,1,17,4,117,6,8,8,0,0,nonnative,Cynodon_dactylon,2,7/11/19,west_campus_11_major_4,0.16,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,5a5df638-a2a5-4e1b-9bab-6bb0bd4a0cb9,Joanna Tang,major,19,0,4,Left,transition,0,1,17,4,117,6,8,8,0,0,nonnative,Cynodon_dactylon,2,7/11/19,west_campus_11_major_4,0.16,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,0c3da046-1275-4164-9dba-a7d40db009c0,Joanna Tang,major,19,0,4,Left,transition,0,1,17,4,117,6,8,8,0,0,nonnative,Hordeum_marinum,1,7/11/19,west_campus_11_major_4,0.16,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,0c3da046-1275-4164-9dba-a7d40db009c0,Joanna Tang,major,19,0,4,Left,transition,0,1,17,4,117,6,8,8,0,0,nonnative,Hordeum_marinum,1,7/11/19,west_campus_11_major_4,0.16,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,dd11ecae-18c7-4798-8572-ff12d989692e,Joanna Tang,major,19,0,4,Left,transition,0,1,17,4,117,6,8,8,0,0,nonnative,Geranium_dissectum,1,7/11/19,west_campus_11_major_4,0.16,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,dd11ecae-18c7-4798-8572-ff12d989692e,Joanna Tang,major,19,0,4,Left,transition,0,1,17,4,117,6,8,8,0,0,nonnative,Geranium_dissectum,1,7/11/19,west_campus_11_major_4,0.16,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,d986d96d-9290-493c-a9e5-66b71e12612a,Joanna Tang,major,19,0,4,Left,transition,0,1,17,4,117,6,8,0,0,143,unknown,NA,0,7/11/19,west_campus_11_major_4,0.16,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,d986d96d-9290-493c-a9e5-66b71e12612a,Joanna Tang,major,19,0,4,Left,transition,0,1,17,4,117,6,8,0,0,143,unknown,NA,0,7/11/19,west_campus_11_major_4,0.16,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,441f149e-d1c3-473a-9139-9ac2bdf6434d,Joanna Tang,major,19,0,4,Left,transition,0,1,17,4,117,6,8,0,0,143,other,NA,0,7/11/19,west_campus_11_major_4,0.16,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,441f149e-d1c3-473a-9139-9ac2bdf6434d,Joanna Tang,major,19,0,4,Left,transition,0,1,17,4,117,6,8,0,0,143,other,NA,0,7/11/19,west_campus_11_major_4,0.16,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,ca7fbdeb-252e-4f06-a302-c91e89a437cb,Joanna Tang,major,19,0,8,Right,bottom,Cysts,2,1,2,99,5,8,0,0,110,native,Eleocharis_macrostachya,97,7/11/19,west_campus_11_major_8,0.01,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,ca7fbdeb-252e-4f06-a302-c91e89a437cb,Joanna Tang,major,19,0,8,Right,bottom,Cysts,2,1,2,99,5,8,0,0,110,native,Eleocharis_macrostachya,97,7/11/19,west_campus_11_major_8,0.01,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,38a58f3b-0ae4-42e7-b0cb-a061ac15768d,Joanna Tang,major,19,0,8,Right,bottom,Cysts,2,1,2,99,5,8,0,0,110,native,Grindelia_camporum,2,7/11/19,west_campus_11_major_8,0.01,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,38a58f3b-0ae4-42e7-b0cb-a061ac15768d,Joanna Tang,major,19,0,8,Right,bottom,Cysts,2,1,2,99,5,8,0,0,110,native,Grindelia_camporum,2,7/11/19,west_campus_11_major_8,0.01,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,5a4ea9c8-7cce-4358-a289-ba9c7dd377a1,Joanna Tang,major,19,0,8,Right,bottom,Cysts,2,1,2,99,5,8,8,0,0,nonnative,Polypogon_monspeliensis,2,7/11/19,west_campus_11_major_8,0.01,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,5a4ea9c8-7cce-4358-a289-ba9c7dd377a1,Joanna Tang,major,19,0,8,Right,bottom,Cysts,2,1,2,99,5,8,8,0,0,nonnative,Polypogon_monspeliensis,2,7/11/19,west_campus_11_major_8,0.01,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,9ada3932-c71a-4d89-a5cd-e3fea8a7e26d,Joanna Tang,major,19,0,8,Right,bottom,Cysts,2,1,2,99,5,8,8,0,0,nonnative,Hordeum_marinum,1,7/11/19,west_campus_11_major_8,0.01,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,9ada3932-c71a-4d89-a5cd-e3fea8a7e26d,Joanna Tang,major,19,0,8,Right,bottom,Cysts,2,1,2,99,5,8,8,0,0,nonnative,Hordeum_marinum,1,7/11/19,west_campus_11_major_8,0.01,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,9ad3c2ef-665e-4a3f-831e-7eb10df3e8d7,Joanna Tang,major,19,0,8,Right,bottom,Cysts,2,1,2,99,5,8,8,0,0,nonnative,Festuca_perennis,3,7/11/19,west_campus_11_major_8,0.01,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,9ad3c2ef-665e-4a3f-831e-7eb10df3e8d7,Joanna Tang,major,19,0,8,Right,bottom,Cysts,2,1,2,99,5,8,8,0,0,nonnative,Festuca_perennis,3,7/11/19,west_campus_11_major_8,0.01,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,7496cf04-b4f9-469d-8a02-a4217d8759a4,Joanna Tang,major,19,0,8,Right,bottom,Cysts,2,1,2,99,5,8,8,0,0,nonnative,Sonchus_spp,1,7/11/19,west_campus_11_major_8,0.01,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,7496cf04-b4f9-469d-8a02-a4217d8759a4,Joanna Tang,major,19,0,8,Right,bottom,Cysts,2,1,2,99,5,8,8,0,0,nonnative,Sonchus_spp,1,7/11/19,west_campus_11_major_8,0.01,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,6f66cbb5-131f-488d-ac9c-baf28d337112,Joanna Tang,major,19,0,8,Right,bottom,Cysts,2,1,2,99,5,8,8,0,0,nonnative,Cotula_coronopifolia,1,7/11/19,west_campus_11_major_8,0.01,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,6f66cbb5-131f-488d-ac9c-baf28d337112,Joanna Tang,major,19,0,8,Right,bottom,Cysts,2,1,2,99,5,8,8,0,0,nonnative,Cotula_coronopifolia,1,7/11/19,west_campus_11_major_8,0.01,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,41ca7666-e7d8-40d1-a251-4a6b5ce2e798,Joanna Tang,major,19,0,8,Right,bottom,Cysts,2,1,2,99,5,8,0,0,110,unknown,NA,0,7/11/19,west_campus_11_major_8,0.01,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,41ca7666-e7d8-40d1-a251-4a6b5ce2e798,Joanna Tang,major,19,0,8,Right,bottom,Cysts,2,1,2,99,5,8,0,0,110,unknown,NA,0,7/11/19,west_campus_11_major_8,0.01,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,2991b908-2249-47be-81a6-39dfdef89cfb,Joanna Tang,major,19,0,8,Right,bottom,Cysts,2,1,2,99,5,8,0,0,110,other,NA,0,7/11/19,west_campus_11_major_8,0.01,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,2991b908-2249-47be-81a6-39dfdef89cfb,Joanna Tang,major,19,0,8,Right,bottom,Cysts,2,1,2,99,5,8,0,0,110,other,NA,0,7/11/19,west_campus_11_major_8,0.01,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,3af59be8-6745-444d-ab0d-a1a970e30d0d,Joanna Tang,major,19,0,10,Left,bottom,Cysts; Eryngium vaseyi outside quadrat,13,0,1,74,4,15,0,0,102,native,Eleocharis_macrostachya,74,7/11/19,west_campus_11_major_10,0.02,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,3af59be8-6745-444d-ab0d-a1a970e30d0d,Joanna Tang,major,19,0,10,Left,bottom,Cysts; Eryngium vaseyi outside quadrat,13,0,1,74,4,15,0,0,102,native,Eleocharis_macrostachya,74,7/11/19,west_campus_11_major_10,0.02,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,b461356f-6a72-4da8-88ba-a942bddd2751,Joanna Tang,major,19,0,10,Left,bottom,Cysts; Eryngium vaseyi outside quadrat,13,0,1,74,4,15,15,0,0,nonnative,Polypogon_monspeliensis,11,7/11/19,west_campus_11_major_10,0.02,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,b461356f-6a72-4da8-88ba-a942bddd2751,Joanna Tang,major,19,0,10,Left,bottom,Cysts; Eryngium vaseyi outside quadrat,13,0,1,74,4,15,15,0,0,nonnative,Polypogon_monspeliensis,11,7/11/19,west_campus_11_major_10,0.02,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,10830aab-57ff-4b7d-968b-78d805941420,Joanna Tang,major,19,0,10,Left,bottom,Cysts; Eryngium vaseyi outside quadrat,13,0,1,74,4,15,15,0,0,nonnative,Hordeum_marinum,1,7/11/19,west_campus_11_major_10,0.02,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,10830aab-57ff-4b7d-968b-78d805941420,Joanna Tang,major,19,0,10,Left,bottom,Cysts; Eryngium vaseyi outside quadrat,13,0,1,74,4,15,15,0,0,nonnative,Hordeum_marinum,1,7/11/19,west_campus_11_major_10,0.02,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,a68bb8f8-adaf-4b95-8bce-d6b623acf12f,Joanna Tang,major,19,0,10,Left,bottom,Cysts; Eryngium vaseyi outside quadrat,13,0,1,74,4,15,15,0,0,nonnative,Festuca_perennis,1,7/11/19,west_campus_11_major_10,0.02,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,a68bb8f8-adaf-4b95-8bce-d6b623acf12f,Joanna Tang,major,19,0,10,Left,bottom,Cysts; Eryngium vaseyi outside quadrat,13,0,1,74,4,15,15,0,0,nonnative,Festuca_perennis,1,7/11/19,west_campus_11_major_10,0.02,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,92714a6c-d494-4f5f-a709-56a50ef5b563,Joanna Tang,major,19,0,10,Left,bottom,Cysts; Eryngium vaseyi outside quadrat,13,0,1,74,4,15,15,0,0,nonnative,Cotula_coronopifolia,2,7/11/19,west_campus_11_major_10,0.02,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,92714a6c-d494-4f5f-a709-56a50ef5b563,Joanna Tang,major,19,0,10,Left,bottom,Cysts; Eryngium vaseyi outside quadrat,13,0,1,74,4,15,15,0,0,nonnative,Cotula_coronopifolia,2,7/11/19,west_campus_11_major_10,0.02,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,ab9e2f3e-9880-4472-8f86-3496447cf000,Joanna Tang,major,19,0,10,Left,bottom,Cysts; Eryngium vaseyi outside quadrat,13,0,1,74,4,15,0,0,102,unknown,NA,0,7/11/19,west_campus_11_major_10,0.02,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,ab9e2f3e-9880-4472-8f86-3496447cf000,Joanna Tang,major,19,0,10,Left,bottom,Cysts; Eryngium vaseyi outside quadrat,13,0,1,74,4,15,0,0,102,unknown,NA,0,7/11/19,west_campus_11_major_10,0.02,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,67a4f6f5-ea3b-415b-821b-d25fe3853db1,Joanna Tang,major,19,0,10,Left,bottom,Cysts; Eryngium vaseyi outside quadrat,13,0,1,74,4,15,0,0,102,other,NA,0,7/11/19,west_campus_11_major_10,0.02,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,67a4f6f5-ea3b-415b-821b-d25fe3853db1,Joanna Tang,major,19,0,10,Left,bottom,Cysts; Eryngium vaseyi outside quadrat,13,0,1,74,4,15,0,0,102,other,NA,0,7/11/19,west_campus_11_major_10,0.02,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,28584946-bbca-40db-a3b2-871ac7dec0ab,"Joanna Tang, Branden Song",major,19,0,12,Right,bottom,Cysts,24,0,2,77,2,2,0,0,103,native,Eleocharis_macrostachya,76,7/10/19,west_campus_11_major_12,0,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,28584946-bbca-40db-a3b2-871ac7dec0ab,"Joanna Tang, Branden Song",major,19,0,12,Right,bottom,Cysts,24,0,2,77,2,2,0,0,103,native,Eleocharis_macrostachya,76,7/10/19,west_campus_11_major_12,0,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,62c668e4-351b-471c-9fab-28bbc5e3b7ff,"Joanna Tang, Branden Song",major,19,0,12,Right,bottom,Cysts,24,0,2,77,2,2,0,0,103,native,Grindelia_camporum,1,7/10/19,west_campus_11_major_12,0,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,62c668e4-351b-471c-9fab-28bbc5e3b7ff,"Joanna Tang, Branden Song",major,19,0,12,Right,bottom,Cysts,24,0,2,77,2,2,0,0,103,native,Grindelia_camporum,1,7/10/19,west_campus_11_major_12,0,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,2995f001-237f-441b-ae8d-f6c5f0d8a02a,"Joanna Tang, Branden Song",major,19,0,12,Right,bottom,Cysts,24,0,2,77,2,2,2,0,0,nonnative,Polypogon_monspeliensis,1,7/10/19,west_campus_11_major_12,0,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,2995f001-237f-441b-ae8d-f6c5f0d8a02a,"Joanna Tang, Branden Song",major,19,0,12,Right,bottom,Cysts,24,0,2,77,2,2,2,0,0,nonnative,Polypogon_monspeliensis,1,7/10/19,west_campus_11_major_12,0,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,b91d4b59-175b-438b-b27d-575fef2cd00c,"Joanna Tang, Branden Song",major,19,0,12,Right,bottom,Cysts,24,0,2,77,2,2,2,0,0,nonnative,Festuca_perennis,1,7/10/19,west_campus_11_major_12,0,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,b91d4b59-175b-438b-b27d-575fef2cd00c,"Joanna Tang, Branden Song",major,19,0,12,Right,bottom,Cysts,24,0,2,77,2,2,2,0,0,nonnative,Festuca_perennis,1,7/10/19,west_campus_11_major_12,0,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,888ecf51-4aac-4b51-8406-3049e282d497,"Joanna Tang, Branden Song",major,19,0,12,Right,bottom,Cysts,24,0,2,77,2,2,0,0,103,unknown,NA,0,7/10/19,west_campus_11_major_12,0,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,888ecf51-4aac-4b51-8406-3049e282d497,"Joanna Tang, Branden Song",major,19,0,12,Right,bottom,Cysts,24,0,2,77,2,2,0,0,103,unknown,NA,0,7/10/19,west_campus_11_major_12,0,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,fcbc502d-0284-44b6-9801-30bb204ffd66,"Joanna Tang, Branden Song",major,19,0,12,Right,bottom,Cysts,24,0,2,77,2,2,0,0,103,other,NA,0,7/10/19,west_campus_11_major_12,0,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,fcbc502d-0284-44b6-9801-30bb204ffd66,"Joanna Tang, Branden Song",major,19,0,12,Right,bottom,Cysts,24,0,2,77,2,2,0,0,103,other,NA,0,7/10/19,west_campus_11_major_12,0,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,99938ba4-4428-41b6-b706-ecf9c7cca54f,Joanna Tang,major,19,0,14,Left,transition,0,3,0,4,102,3,3,0,0,108,native,Eleocharis_macrostachya,89,7/11/19,west_campus_11_major_14,0.035,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,99938ba4-4428-41b6-b706-ecf9c7cca54f,Joanna Tang,major,19,0,14,Left,transition,0,3,0,4,102,3,3,0,0,108,native,Eleocharis_macrostachya,89,7/11/19,west_campus_11_major_14,0.035,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,1e35fc79-6627-41fd-97ea-1960cd00cb16,Joanna Tang,major,19,0,14,Left,transition,0,3,0,4,102,3,3,0,0,108,native,Grindelia_camporum,9,7/11/19,west_campus_11_major_14,0.035,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,1e35fc79-6627-41fd-97ea-1960cd00cb16,Joanna Tang,major,19,0,14,Left,transition,0,3,0,4,102,3,3,0,0,108,native,Grindelia_camporum,9,7/11/19,west_campus_11_major_14,0.035,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,68fa95b6-c2be-426d-8566-3168394e03d0,Joanna Tang,major,19,0,14,Left,transition,0,3,0,4,102,3,3,0,0,108,native,Eryngium_vaseyi,2,7/11/19,west_campus_11_major_14,0.035,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,68fa95b6-c2be-426d-8566-3168394e03d0,Joanna Tang,major,19,0,14,Left,transition,0,3,0,4,102,3,3,0,0,108,native,Eryngium_vaseyi,2,7/11/19,west_campus_11_major_14,0.035,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,7a2945f0-7f9d-4f88-b7c6-f5978cdce5a5,Joanna Tang,major,19,0,14,Left,transition,0,3,0,4,102,3,3,0,0,108,native,Eleocharis_acicularis,2,7/11/19,west_campus_11_major_14,0.035,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,7a2945f0-7f9d-4f88-b7c6-f5978cdce5a5,Joanna Tang,major,19,0,14,Left,transition,0,3,0,4,102,3,3,0,0,108,native,Eleocharis_acicularis,2,7/11/19,west_campus_11_major_14,0.035,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,ee28611b-0aa5-4078-9c4c-961d726415de,Joanna Tang,major,19,0,14,Left,transition,0,3,0,4,102,3,3,3,0,0,nonnative,Polypogon_monspeliensis,1,7/11/19,west_campus_11_major_14,0.035,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,ee28611b-0aa5-4078-9c4c-961d726415de,Joanna Tang,major,19,0,14,Left,transition,0,3,0,4,102,3,3,3,0,0,nonnative,Polypogon_monspeliensis,1,7/11/19,west_campus_11_major_14,0.035,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,d0a02abf-efe5-4fc9-8022-3279ebff9cce,Joanna Tang,major,19,0,14,Left,transition,0,3,0,4,102,3,3,3,0,0,nonnative,Hordeum_marinum,1,7/11/19,west_campus_11_major_14,0.035,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,d0a02abf-efe5-4fc9-8022-3279ebff9cce,Joanna Tang,major,19,0,14,Left,transition,0,3,0,4,102,3,3,3,0,0,nonnative,Hordeum_marinum,1,7/11/19,west_campus_11_major_14,0.035,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,9614c8c8-1b00-48b6-8133-84584e2259db,Joanna Tang,major,19,0,14,Left,transition,0,3,0,4,102,3,3,3,0,0,nonnative,Festuca_perennis,1,7/11/19,west_campus_11_major_14,0.035,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,9614c8c8-1b00-48b6-8133-84584e2259db,Joanna Tang,major,19,0,14,Left,transition,0,3,0,4,102,3,3,3,0,0,nonnative,Festuca_perennis,1,7/11/19,west_campus_11_major_14,0.035,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,73a0503a-8783-41fa-8aa8-f420180a0967,Joanna Tang,major,19,0,14,Left,transition,0,3,0,4,102,3,3,0,0,108,unknown,NA,0,7/11/19,west_campus_11_major_14,0.035,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,73a0503a-8783-41fa-8aa8-f420180a0967,Joanna Tang,major,19,0,14,Left,transition,0,3,0,4,102,3,3,0,0,108,unknown,NA,0,7/11/19,west_campus_11_major_14,0.035,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,e6d2463a-21da-49cd-af1f-1cd12d19f792,Joanna Tang,major,19,0,14,Left,transition,0,3,0,4,102,3,3,0,0,108,other,NA,0,7/11/19,west_campus_11_major_14,0.035,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,e6d2463a-21da-49cd-af1f-1cd12d19f792,Joanna Tang,major,19,0,14,Left,transition,0,3,0,4,102,3,3,0,0,108,other,NA,0,7/11/19,west_campus_11_major_14,0.035,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,c214014b-08fb-4993-af2a-d77027e46b35,"Joanna Tang, Branden Song",major,19,0,16,Right,transition,0,0,99,4,85,7,67,0,0,251,native,Grindelia_camporum,2,7/11/19,west_campus_11_major_16,0.135,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,c214014b-08fb-4993-af2a-d77027e46b35,"Joanna Tang, Branden Song",major,19,0,16,Right,transition,0,0,99,4,85,7,67,0,0,251,native,Grindelia_camporum,2,7/11/19,west_campus_11_major_16,0.135,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,28dce5f7-f185-48cb-9b26-366872e6f837,"Joanna Tang, Branden Song",major,19,0,16,Right,transition,0,0,99,4,85,7,67,0,0,251,native,Eleocharis_macrostachya,61,7/11/19,west_campus_11_major_16,0.135,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,28dce5f7-f185-48cb-9b26-366872e6f837,"Joanna Tang, Branden Song",major,19,0,16,Right,transition,0,0,99,4,85,7,67,0,0,251,native,Eleocharis_macrostachya,61,7/11/19,west_campus_11_major_16,0.135,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,9e43fd49-332f-48f4-8562-1bea4a508e1f,"Joanna Tang, Branden Song",major,19,0,16,Right,transition,0,0,99,4,85,7,67,0,0,251,native,Eleocharis_acicularis,21,7/11/19,west_campus_11_major_16,0.135,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,9e43fd49-332f-48f4-8562-1bea4a508e1f,"Joanna Tang, Branden Song",major,19,0,16,Right,transition,0,0,99,4,85,7,67,0,0,251,native,Eleocharis_acicularis,21,7/11/19,west_campus_11_major_16,0.135,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,b16507e3-a825-4e16-91c7-2d8f0fefab1f,"Joanna Tang, Branden Song",major,19,0,16,Right,transition,0,0,99,4,85,7,67,0,0,251,native,Juncus_bufonius,1,7/11/19,west_campus_11_major_16,0.135,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,b16507e3-a825-4e16-91c7-2d8f0fefab1f,"Joanna Tang, Branden Song",major,19,0,16,Right,transition,0,0,99,4,85,7,67,0,0,251,native,Juncus_bufonius,1,7/11/19,west_campus_11_major_16,0.135,west_campus_11
west_campus,11,109564.724,105.1419378,130.9878623,0.115740518,149,2002,17,139,40,7db29d3a-90f9-4fd1-8e09-ee1f19c4151b,"Joanna Tang, Branden Song",major,19,0,16,Right,transition,0,0,99,4,85,7,67,67,0,0,nonnative,Festuca_perennis,58,7/11/19,west_campus_11_major_16,0.135,west_campus_11
